ID_UC_G0,GC_UCN_MAI_2025,GC_UCN_LIS_2025,GC_CNT_GAD_2025,GC_CNT_UNN_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,GC_PLS_SCR_2025,GC_UCB_YOB_2025,GC_UCB_YOD_2025,GC_UCM_CAP
1346,Ratnapura,Ratnapura,Sri Lanka,Sri Lanka,24,66240.10634,Lower Middle,Central and Southern Asia,High,2020,2030,0
1347,Nilphamari,Nilphamari,Bangladesh,Bangladesh,13,140450.2802,Lower Middle,Central and Southern Asia,High,1975,2030,0
1348,Nyaung-U,Nyaung-U,Myanmar,Myanmar,7,50521.86037,Lower Middle,Eastern and South-Eastern Asia,High,2005,2025,0
1349,Ranong,Ranong; Pak Nam,Thailand,Thailand,26,139735.9068,Upper Middle,Eastern and South-Eastern Asia,High,2000,2030,0
1350,Kuala Simpang,Kuala Simpang,Indonesia,Indonesia,10,63838.39908,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1351,Ipoh,Ipoh,Malaysia,Malaysia,227,861932.7849,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1352,Hòa Bình,Hòa Bình,Vietnam,Viet Nam,17,63609.17405,Lower Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1354,Sonchon,Sonchon,North Korea,Dem. People's Republic of Korea,7,136206.6551,Low income,Eastern and South-Eastern Asia,High,1975,2030,0
1355,Hyangnam,Hyangnam; Jeongnam,South Korea,Republic of Korea,35,81537.9875,High income,Eastern and South-Eastern Asia,High,2025,2030,0
1356,Nantou City,Nantou City; Caotun Township,Taiwan,"China, Taiwan Province of China",52,159654.4889,High income,Eastern and South-Eastern Asia,High,1975,2030,0
1357,Saga,Saga,Japan,Japan,38,121011.6668,High income,Eastern and South-Eastern Asia,High,1980,2030,0
1358,Puerto Princesa,Puerto Princesa,Philippines,Philippines,51,193911.4386,Lower Middle,Eastern and South-Eastern Asia,High,1995,2030,0
1359,Ballarat,Ballarat,Australia,Australia,47,67879.96728,High income,Australia and New Zealand,High,2020,2030,0
1360,Port Moresby,Port Moresby,Papua New Guinea,Papua New Guinea,72,442164.8952,Lower Middle,Oceania,High,1975,2030,1
1361,Ventura,Ventura,United States,United States of America,34,72162.89916,High income,Northern America,High,1990,2030,0
1362,Mexicali,Mexicali,México,Mexico,161,736551.6306,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1363,Sololá - Tz'olöj Ya',Sololá - Tz'olöj Ya',Guatemala,Guatemala,18,70804.76877,Upper Middle,Latin America and the Caribbean,High,2020,2030,0
1364,Usulután,Usulután; Santa Maria,El Salvador,El Salvador,15,64304.47679,Upper Middle,Latin America and the Caribbean,High,1990,2030,0
1365,Tegucigalpa,Tegucigalpa,Honduras,Honduras,163,1653508.639,Lower Middle,Latin America and the Caribbean,High,1975,2030,1
1366,Red Deer,Red Deer,Canada,Canada,48,107274.6703,High income,Northern America,High,1995,2030,0
1367,Pasaje,Pasaje,Ecuador,Ecuador,11,55206.82028,Upper Middle,Latin America and the Caribbean,High,2015,2030,0
1368,Cajamarca,Cajamarca,Peru,Peru,29,276090.7321,Upper Middle,Latin America and the Caribbean,High,1980,2030,0
1369,Quibdó,Quibdó,Colombia,Colombia,15,106894.2114,Upper Middle,Latin America and the Caribbean,High,1985,2030,0
1370,Santa Clara,Santa Clara,Cuba,Cuba,36,222228.933,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1371,San Rafael del Moján,San Rafael del Moján,Venezuela,Venezuela (Bolivarian Republic of),13,66562.99993,Upper Middle,Latin America and the Caribbean,High,2005,2030,0
1372,Gonaïves,Gonaïves,Haiti,Haiti,35,393644.1118,Lower Middle,Latin America and the Caribbean,High,1975,2030,0
1373,Bonao,Bonao,Dominican Republic,Dominican Republic,21,88713.37907,Upper Middle,Latin America and the Caribbean,High,1980,2030,0
1374,San Antonio,San Antonio,Chile,Chile,43,135702.998,High income,Latin America and the Caribbean,High,1980,2030,0
1375,Santa Cruz de la Sierra,Santa Cruz de la Sierra,Bolivia,Bolivia (Plurinational State of),303,2016833.232,Lower Middle,Latin America and the Caribbean,High,1975,2030,0
1376,Concepción,Concepción,Argentina,Argentina,13,56730.34791,Upper Middle,Latin America and the Caribbean,High,2005,2030,0
1377,Manaus,Manaus,Brazil,Brazil,272,2368804.754,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1378,Diourbel,Diourbel,Senegal,Senegal,24,220539.7198,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
1379,Koidu Town,Koidu Town,Sierra Leone,Sierra Leone,26,149267.5815,Low income,Sub-Saharan Africa,High,1975,2030,0
1380,Guéckédou,Guéckédou,Guinea,Guinea,15,55437.1354,Lower Middle,Sub-Saharan Africa,High,1990,2030,0
1381,Taroudant,Taroudant,Morocco,Morocco,7,73886.89079,Lower Middle,Northern Africa and Western Asia,High,1985,2030,0
1382,Vavoua,Vavoua,Côte d'Ivoire,Côte d'Ivoire,14,95900.10594,Lower Middle,Sub-Saharan Africa,High,1995,2030,0
1383,Huelva,Huelva,Spain,Spain,14,126786.7354,High income,Europe,High,1975,2030,0
1384,Niono-Socoura,Niono-Socoura,Mali,Mali,6,52115.00901,Low income,Sub-Saharan Africa,High,2025,2030,0
1385,Torquay,Torquay; Paignton,United Kingdom,United Kingdom,44,111322.811,High income,Europe,High,1975,2030,0
1386,Sapouy,Sapouy,Burkina Faso,Burkina Faso,10,53066.1721,Low income,Sub-Saharan Africa,High,2025,2030,0
1387,Kintampo,Kintampo; Apaaso,Ghana,Ghana,21,110778.6533,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
1388,Angers,Angers,France,France,58,162720.0414,High income,Europe,High,1975,2030,0
1389,Arzew,Arzew,Algeria,Algeria,23,81743.57497,Lower Middle,Northern Africa and Western Asia,High,1995,2030,0
1390,Anié,Anié,Togo,Togo,13,88877.73014,Low income,Sub-Saharan Africa,High,2000,2030,0
1391,Allada,Allada,Benin,Benin,12,67237.07219,Lower Middle,Sub-Saharan Africa,High,2015,2030,0
1392,Igangan,Igangan,Nigeria,Nigeria,9,65048.51765,Lower Middle,Sub-Saharan Africa,High,2015,2030,0
1393,Charleroi,Charleroi,Belgium,Belgium,86,222465.2314,High income,Europe,High,1975,2030,0
1394,Alkmaar,Alkmaar,Netherlands,Netherlands,60,171003.0002,High income,Europe,High,1975,2030,0
1395,Birni N'Konni,Birni N'Konni,Niger,Niger,13,181092.4964,Low income,Sub-Saharan Africa,High,1985,2030,0
1396,Bonn,Bonn,Germany,Germany,274,756475.1022,High income,Europe,High,1975,2030,0
1397,Aarau,Aarau; Suhr,Switzerland,Switzerland,22,56541.05907,High income,Europe,High,2020,2030,0
1398,Como,Como,Italy,Italy,66,151878.2609,High income,Europe,High,1975,2030,0
1399,Tunis,Tunis; Ariana; Ben Arous; Carthage; Nouvelle Medina,Tunisia,Tunisia,488,2790169.019,Lower Middle,Northern Africa and Western Asia,High,1975,2030,1
1400,Bamenda,Bamenda,Cameroon,Cameroon,82,399783.773,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
1401,Eskilstuna,Eskilstuna,Sweden,Sweden,14,51932.95688,High income,Europe,High,2025,2030,0
1402,Poznan,Poznan,Poland,Poland,168,531735.5492,High income,Europe,High,1975,2030,0
1403,Baía,Baía,Angola,Angola,32,207326.8459,Lower Middle,Sub-Saharan Africa,High,2015,2030,0
1404,Ostrava,Ostrava,Czechia,Czechia,45,150765.9702,High income,Europe,High,1975,2030,0
1405,Lukala,Lukala,Democratic Republic of the Congo,Democratic Republic of the Congo,7,55312.45858,Low income,Sub-Saharan Africa,Medium,2025,2030,0
1406,Miskolc,Miskolc,Hungary,Hungary,37,115425.4702,High income,Europe,High,1975,2030,0
1407,Moussoro,Moussoro,Chad,Chad,12,128413.6356,Low income,Sub-Saharan Africa,High,2000,2030,0
1408,Kruševac,Kruševac,Serbia,Serbia,14,60867.22507,Upper Middle,Europe,High,1975,2030,0
1409,Craiova,Craiova,Romania,Romania,46,260150.1607,High income,Europe,High,1975,2030,0
1410,Ternopil,Ternopil,Ukraine,Ukraine,38,183217.1156,Lower Middle,Europe,High,1975,2030,0
1411,Bayda,Bayda,Libya,Libya,24,112764.9469,Upper Middle,Northern Africa and Western Asia,High,1985,2030,0
1412,Upington,Upington,South Africa,South Africa,24,74271.87974,Upper Middle,Sub-Saharan Africa,High,2010,2030,0
1413,Orsha,Orsha,Belarus,Belarus,29,70875.76736,Upper Middle,Europe,High,1975,2030,0
1414,Smolensk,Smolensk,Russia,Russian Federation,49,279694.4353,Upper Middle,Europe,High,1975,2030,0
1415,Çerkezköy,Çerkezköy; Kapaklı,Turkey,Turkey,45,354519.7534,Upper Middle,Northern Africa and Western Asia,High,2005,2030,0
1416,Kas,Kas,Sudan,Sudan,19,386792.0326,Low income,Northern Africa and Western Asia,High,1975,2030,0
1417,Kafue,Kafue,Zambia,Zambia,25,82387.52972,Lower Middle,Sub-Saharan Africa,High,2010,2030,0
1418,Al-Mahmudiya,Al-Mahmudiya; Fuwah,Egypt,Egypt,27,214217.4458,Lower Middle,Northern Africa and Western Asia,High,1975,2030,0
1419,Harare,Harare; Chitungwiza,Zimbabwe,Zimbabwe,603,2076037.334,Lower Middle,Sub-Saharan Africa,High,1975,2030,1
1420,Ramla,Ramla; Lod,Israel,Israel,19,52376.09847,High income,Northern Africa and Western Asia,High,2025,2030,0
1421,Masaka,Masaka,Uganda,Uganda,33,141042.289,Low income,Sub-Saharan Africa,High,1990,2030,0
1422,Beitar Ilit,Beitar Ilit,Palestine,State of Palestine,11,53442.69627,Upper Middle,Northern Africa and Western Asia,High,2025,2030,0
1423,Urambo,Urambo,Tanzania,United Republic of Tanzania,12,51251.53819,Lower Middle,Sub-Saharan Africa,High,2025,2030,0
1424,Qudsayya,Qudsayya,Syria,Syrian Arab Republic,29,310753.059,Low income,Northern Africa and Western Asia,High,1975,2030,0
1425,At Tafila,At Tafila,Jordan,Jordan,12,62104.94485,Lower Middle,Northern Africa and Western Asia,High,2015,2030,0
1427,Moatize,Moatize,Mozambique,Mozambique,22,165147.446,Low income,Sub-Saharan Africa,High,2000,2030,0
1428,Mizan Teferi,Mizan Teferi,Ethiopia,Ethiopia,18,70594.83414,Low income,Sub-Saharan Africa,High,2020,2030,0
1429,Lodwar,Lodwar,Kenya,Kenya,20,68119.30669,Lower Middle,Sub-Saharan Africa,High,2010,2030,0
1430,Qaryat Jarf al Milh,Qaryat Jarf al Milh; Shuraykhan as Sufla; Bisan square,Iraq,Iraq,24,108309.7185,Upper Middle,Northern Africa and Western Asia,High,2015,2030,0
1431,Bahrah,Bahrah,Saudi Arabia,Saudi Arabia,15,57032.50105,High income,Northern Africa and Western Asia,High,2020,2030,0
1432,Tabriz,Tabriz,Iran,Iran (Islamic Republic of),164,1318694.238,Lower Middle,Central and Southern Asia,High,1975,2030,0
1433,Khachmaz,Khachmaz,Azerbaijan,Azerbaijan,14,66906.43569,Upper Middle,Northern Africa and Western Asia,High,2015,2030,0
1435,Diinsoor,Diinsoor,Somalia,Somalia,6,65100.80871,Low income,Sub-Saharan Africa,Low,2000,2030,0
1436,Ambano,Ambano; Alakamisy; Miadana,Madagascar,Madagascar,82,230883.9115,Low income,Sub-Saharan Africa,Medium,2000,2030,0
1437,Hazorasp,Hazorasp,Uzbekistan,Uzbekistan,35,96653.43519,Lower Middle,Central and Southern Asia,High,2005,2030,0
1438,Al Aamerah,Al Aamerah,United Arab Emirates,United Arab Emirates,22,72824.04821,High income,Northern Africa and Western Asia,High,2010,2030,0
1439,Jezqazğan,Jezqazğan,Kazakhstan,Kazakhstan,13,51428.03268,Upper Middle,Central and Southern Asia,High,1975,2025,0
1440,Farah,Farah,Afghanistan,Afghanistan,21,164948.021,Low income,Central and Southern Asia,High,2005,2030,0
1441,Qubodiyon,Qubodiyon,Tajikistan,Tajikistan,17,80417.64359,Lower Middle,Central and Southern Asia,High,2010,2030,0
1442,Sibi,Sibi,Pakistan,Pakistan,11,76807.84603,Lower Middle,Central and Southern Asia,High,1980,2030,0
1443,Bhimber Gali,-,India,India,19,75623.28127,Lower Middle,Central and Southern Asia,Medium,2015,2030,0
1444,Aksu,Aksu,China,China,51,293004.783,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1445,Bharatpur,Bharatpur,Nepal,Nepal,41,153048.9324,Lower Middle,Central and Southern Asia,High,1985,2030,0
1446,Kandy,Kandy,Sri Lanka,Sri Lanka,273,696126.0377,Lower Middle,Central and Southern Asia,High,1975,2030,0
1447,Saidpur,Saidpur,Bangladesh,Bangladesh,23,235477.1508,Lower Middle,Central and Southern Asia,High,1975,2030,0
1448,Chauk,Chauk,Myanmar,Myanmar,8,66928.92777,Lower Middle,Eastern and South-Eastern Asia,High,1990,2030,0
1449,Choeng Thale,Choeng Thale; Thalang,Thailand,Thailand,53,188937.369,Upper Middle,Eastern and South-Eastern Asia,High,2015,2030,0
1450,Pangkalan Brandan,Pangkalan Brandan,Indonesia,Indonesia,17,95232.87155,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1451,Teluk Intan,Teluk Intan,Malaysia,Malaysia,26,78333.67209,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
1452,Vĩnh Yên,Vĩnh Yên,Vietnam,Viet Nam,34,112365.1424,Lower Middle,Eastern and South-Eastern Asia,High,1985,2030,0
1453,Trapeang Prasat,Trapeang Prasat,Cambodia,Cambodia,21,240741.1963,Lower Middle,Eastern and South-Eastern Asia,Medium,2020,2030,0
1454,백운동,백운동; 차흥1동; 약수동,North Korea,Dem. People's Republic of Korea,6,70035.03709,Low income,Eastern and South-Eastern Asia,High,2000,2030,0
1455,Jangdeung-ri,Jangdeung-ri,South Korea,Republic of Korea,21,76531.55945,High income,Eastern and South-Eastern Asia,High,1975,2030,0
1456,Xinying District,Xinying District,Taiwan,"China, Taiwan Province of China",14,55800.24659,High income,Eastern and South-Eastern Asia,High,1975,2030,0
1457,Iizuka,Iizuka,Japan,Japan,37,89884.04132,High income,Eastern and South-Eastern Asia,High,1975,2030,0
1458,Subic,Subic,Philippines,Philippines,27,119645.9421,Lower Middle,Eastern and South-Eastern Asia,High,2015,2030,0
1459,Point Cook,Point Cook; Werribee; Wyndham Vale; Altona Meadows; Seabrook; Manor Lakes; Hoppers Crossing; Williams Landing; Tarneit; Laverton,Australia,Australia,126,501407.641,High income,Australia and New Zealand,High,1995,2030,0
1460,Lae,Lae,Papua New Guinea,Papua New Guinea,35,116211.7912,Lower Middle,Oceania,High,1975,2030,0
1461,San Francisco,San Jose; San Francisco; Oakland; Fremont; Hayward; Sunnyvale; Santa Clara; Berkeley; Richmond; San Mateo; Daly City; Redwood City; Milpitas; Mountain View; Alameda; Palo Alto; South San Francisco; Cupertino,United States,United States of America,1614,4718348.828,High income,Northern America,High,1975,2030,0
1462,San Luis Río Colorado,San Luis Río Colorado,México,Mexico,55,202387.6974,Upper Middle,Latin America and the Caribbean,High,1980,2030,0
1463,Santa Lucía Cotzumalguapa,Santa Lucía Cotzumalguapa,Guatemala,Guatemala,15,112152.1367,Upper Middle,Latin America and the Caribbean,High,1985,2030,0
1464,San Miguel,San Miguel,El Salvador,El Salvador,32,165221.9147,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1465,Danlí,Danlí,Honduras,Honduras,13,75556.94656,Lower Middle,Latin America and the Caribbean,High,2005,2030,0
1466,Grande Prairie,Grande Prairie,Canada,Canada,28,56968.02446,High income,Northern America,High,2025,2030,0
1467,Barrio Codesa,Barrio Codesa,Ecuador,Ecuador,16,90630.94535,Upper Middle,Latin America and the Caribbean,High,2015,2030,0
1468,Chimbote,Chimbote,Peru,Peru,31,218648.9798,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1469,Santander de Quilichao,Santander de Quilichao,Colombia,Colombia,7,61793.59339,Upper Middle,Latin America and the Caribbean,High,2005,2030,0
1470,Sancti Spiritus,Sancti Spiritus,Cuba,Cuba,15,105367.1291,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1471,Puerto Escondido,Puerto Escondido,Venezuela,Venezuela (Bolivarian Republic of),25,56759.83455,Upper Middle,Latin America and the Caribbean,High,2015,2030,0
1472,Gros Morne,Gros Morne,Haiti,Haiti,6,78080.67837,Lower Middle,Latin America and the Caribbean,High,2010,2030,0
1473,San Cristóbal,San Cristóbal,Dominican Republic,Dominican Republic,30,183844.8001,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1474,La Calera,La Calera,Chile,Chile,13,60386.67505,High income,Latin America and the Caribbean,High,2015,2030,0
1475,Satelite Norte,Satelite Norte,Bolivia,Bolivia (Plurinational State of),15,59216.07901,Lower Middle,Latin America and the Caribbean,High,2025,2030,0
1476,San Miguel de Tucumán,San Miguel de Tucumán,Argentina,Argentina,170,986266.9288,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
1477,Vilhena,Vilhena,Brazil,Brazil,23,76548.33764,Upper Middle,Latin America and the Caribbean,High,2010,2030,0
1478,Louga,Louga,Senegal,Senegal,24,187360.2719,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
1479,Kailahun,Kailahun,Sierra Leone,Sierra Leone,9,58471.36005,Low income,Sub-Saharan Africa,High,2015,2030,0
1480,Kissidougou,Kissidougou,Guinea,Guinea,25,116024.2154,Lower Middle,Sub-Saharan Africa,High,1990,2030,0
1481,Youssoufia,Youssoufia,Morocco,Morocco,12,76132.08431,Lower Middle,Northern Africa and Western Asia,High,1990,2030,0
1482,Daloa,Daloa,Côte d'Ivoire,Côte d'Ivoire,58,324486.2606,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
1483,Badajoz,Badajoz,Spain,Spain,16,105441.7768,High income,Europe,High,1975,2030,0
1484,Kadiolo,Kadiolo,Mali,Mali,15,72363.21831,Low income,Sub-Saharan Africa,High,2020,2030,0
1485,Bridgend,Bridgend,United Kingdom,United Kingdom,22,54428.53393,High income,Europe,High,2010,2030,0
1486,Nkoranza,Nkoranza,Ghana,Ghana,16,71620.31657,Lower Middle,Sub-Saharan Africa,High,2010,2030,0
1487,Ouagadougou,Ouagadougou,Burkina Faso,Burkina Faso,495,3616268.287,Low income,Sub-Saharan Africa,High,1975,2030,1
1488,Pau,Pau; Lons; Billère,France,France,34,95976.04812,High income,Europe,High,1975,2030,0
1489,Adrar,Adrar,Algeria,Algeria,21,107335.4253,Lower Middle,Northern Africa and Western Asia,High,2010,2030,0
1490,Tsévié,Tsévié,Togo,Togo,19,96783.80397,Low income,Sub-Saharan Africa,High,2005,2030,0
1491,Dassa-Zoumé,Dassa-Zoumé,Benin,Benin,16,56173.67146,Lower Middle,Sub-Saharan Africa,High,2015,2030,0
1492,Aiyete,-,Nigeria,Nigeria,12,67710.90975,Lower Middle,Sub-Saharan Africa,High,2015,2030,0
1493,Mechelen,Mechelen,Belgium,Belgium,18,64350.95407,High income,Europe,High,1990,2030,0
1494,Gouda,Gouda,Netherlands,Netherlands,19,76076.71928,High income,Europe,High,1975,2030,0
1495,Marl,Marl,Germany,Germany,24,61466.91178,High income,Europe,High,1975,2030,0
1496,Tamaské Sabon Guida,Tamaské Sabon Guida,Niger,Niger,6,53970.36861,Low income,Sub-Saharan Africa,High,2025,2030,0
1497,Wettingen,Wettingen; Baden,Switzerland,Switzerland,20,68353.1392,High income,Europe,High,2005,2030,0
1498,Milan,Milan; Monza,Italy,Italy,785,3135553.23,High income,Europe,High,1975,2030,0
1499,Kairouan,Kairouan,Tunisia,Tunisia,21,81409.41497,Lower Middle,Northern Africa and Western Asia,High,1995,2030,0
1500,Edéa,Edéa,Cameroon,Cameroon,17,91832.43858,Lower Middle,Sub-Saharan Africa,High,1985,2030,0
1501,Uppsala,Uppsala,Sweden,Sweden,37,133611.1352,High income,Europe,High,1975,2030,0
1502,Świdnica,Świdnica,Poland,Poland,12,51057.9381,High income,Europe,High,1980,2025,0
1503,Panguila,Panguila,Angola,Angola,12,54394.3063,Lower Middle,Sub-Saharan Africa,High,2025,2030,0
1504,Havířov,Havířov,Czechia,Czechia,17,59522.78276,High income,Europe,High,1975,2030,0
1505,Kwilu-Ngongo,Kwilu-Ngongo,Democratic Republic of the Congo,Democratic Republic of the Congo,10,141569.4863,Low income,Sub-Saharan Africa,High,1980,2030,0
1506,Bebedjia,Bebedjia,Chad,Chad,10,60857.25775,Low income,Sub-Saharan Africa,High,2010,2030,0
1507,Nyíregyháza,Nyíregyháza,Hungary,Hungary,33,78595.11406,High income,Europe,High,1975,2030,0
1508,Niš,Niš,Serbia,Serbia,43,219094.5821,Upper Middle,Europe,High,1975,2030,0
1509,Târgu Mureș,Târgu Mureș,Romania,Romania,27,127546.1826,High income,Europe,High,1975,2030,0
1510,Mossel Bay,Mossel Bay,South Africa,South Africa,33,76856.52117,Upper Middle,Sub-Saharan Africa,High,2010,2030,0
1511,Rivne,Rivne,Ukraine,Ukraine,35,214364.8852,Lower Middle,Europe,High,1975,2030,0
1512,Darnah,Darnah,Libya,Libya,20,59568.59064,Upper Middle,Northern Africa and Western Asia,High,2000,2030,0
1513,Mahilioŭ,Mahilioŭ,Belarus,Belarus,76,399368.6237,Upper Middle,Europe,High,1975,2030,0
1514,Severodvinsk,Severodvinsk,Russia,Russian Federation,39,136040.8497,Upper Middle,Europe,High,1975,2030,0
1515,Manisa,Manisa,Turkey,Turkey,54,406110.0697,Upper Middle,Northern Africa and Western Asia,High,1975,2030,0
1516,Ed Al Fursan,Ed Al Fursan,Sudan,Sudan,10,177424.2285,Low income,Northern Africa and Western Asia,Low,1980,2030,0
1517,Lusaka,Lusaka,Zambia,Zambia,360,3658064.188,Lower Middle,Sub-Saharan Africa,High,1975,2030,1
1518,Delingat,Delingat,Egypt,Egypt,18,105427.5468,Lower Middle,Northern Africa and Western Asia,High,1990,2030,0
1519,Ruwa,Ruwa,Zimbabwe,Zimbabwe,66,183053.3971,Lower Middle,Sub-Saharan Africa,High,2005,2030,0
1520,Tira,Tira,Israel,Israel,8,56767.68078,High income,Northern Africa and Western Asia,Medium,2020,2030,0
1521,Ramallah,Maale Adumim; Ramallah; Bethlehem; Albireh,Palestine,State of Palestine,177,1054622.512,Upper Middle,Northern Africa and Western Asia,High,1975,2030,1
1522,Mityana,Mityana,Uganda,Uganda,12,54610.74583,Low income,Sub-Saharan Africa,High,2025,2030,0
1523,Geita,Geita,Tanzania,United Republic of Tanzania,38,176247.5738,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
1524,Jdaydet Artooz,-,Syria,Syrian Arab Republic,11,77055.75294,Low income,Northern Africa and Western Asia,High,2005,2030,0
