poi_type_id,amenity_id,lat,lon,name,amenity,category,geometry,index_right,ID_UC_G0,GC_CNT_GAD_2025,GC_UCN_MAI_2025,GC_POP_TOT_2025,GC_UCA_KM2_2025,UC_NM_CTR,x_proj,y_proj,node_ids,cluster
22.0,N1886063310,51.4398182,5.4786913,"Food City New oriental,",cafe,food_choices,POINT (672267.3235273969 5701650.754374007),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672267.3235273969,5701650.754374007,42629621,1
22.0,N1886063310,51.4398182,5.4786913,"Food City New oriental,",restaurant,food_choices,POINT (672267.3235273969 5701650.754374007),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672267.3235273969,5701650.754374007,42629621,1
22.0,N1886063314,51.4394688,5.4788227,"Queen,",cafe,food_choices,POINT (672277.7695711323 5701612.214011806),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672277.7695711323,5701612.214011806,42629621,1
22.0,N1886063314,51.4394688,5.4788227,"Queen,",restaurant,food_choices,POINT (672277.7695711323 5701612.214011806),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672277.7695711323,5701612.214011806,42629621,1
22.0,N1886079699,51.436891,5.4750322,"Bommel,",cafe,food_choices,POINT (672024.0544333757 5701316.681131839),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672024.0544333757,5701316.681131839,9628818190,1
22.0,N1886079699,51.436891,5.4750322,"Bommel,",restaurant,food_choices,POINT (672024.0544333757 5701316.681131839),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672024.0544333757,5701316.681131839,9628818190,1
25.0,N1886079737,51.4379157,5.4718956,"Proeflokaal de Gaper,",pub,nightlife,POINT (671802.233077485 5701423.254144061),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671802.233077485,5701423.254144061,42625067,1
22.0,N1886079757,51.4367325,5.4748911,"Lucie Cocina Bar en Restaurant,",cafe,food_choices,POINT (672014.8444143883 5701298.726262853),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672014.8444143883,5701298.726262853,42621996,1
22.0,N1886079757,51.4367325,5.4748911,"Lucie Cocina Bar en Restaurant,",restaurant,food_choices,POINT (672014.8444143883 5701298.726262853),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672014.8444143883,5701298.726262853,42621996,1
51.0,N1886079791,51.4396392,5.4661155,"Cubadanza,",dance,nightlife,POINT (671394.1048360378 5701601.34588493),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671394.1048360378,5701601.34588493,11472717958,1
22.0,N1886079811,51.4392196,5.4789418,"De Wildeman,",cafe,food_choices,POINT (672286.9838546561 5701584.785874758),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672286.9838546561,5701584.785874758,42627523,1
22.0,N1886079811,51.4392196,5.4789418,"De Wildeman,",restaurant,food_choices,POINT (672286.9838546561 5701584.785874758),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672286.9838546561,5701584.785874758,42627523,1
22.0,N1886079826,51.4391568,5.4789991,"De Vooruitgang,",cafe,food_choices,POINT (672291.2020515607 5701577.938000559),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672291.2020515607,5701577.938000559,42627523,1
22.0,N1886079826,51.4391568,5.4789991,"De Vooruitgang,",restaurant,food_choices,POINT (672291.2020515607 5701577.938000559),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672291.2020515607,5701577.938000559,42627523,1
23.0,N1898876092,51.4484157,5.4751578,"Sang Lee Rotishop,",fast_food,food_choices,POINT (671989.4675655938 5702598.397737683),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671989.4675655938,5702598.397737683,42653257,31
22.0,N1898876101,51.4484618,5.4751197,"Verona,",cafe,food_choices,POINT (671986.6472285887 5702603.43407777),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671986.6472285887,5702603.43407777,42653257,31
22.0,N1898876101,51.4484618,5.4751197,"Verona,",restaurant,food_choices,POINT (671986.6472285887 5702603.43407777),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671986.6472285887,5702603.43407777,42653257,31
22.0,N1898876122,51.4484105,5.4747226,"Athene,",cafe,food_choices,POINT (671959.2508757731 5702596.797499533),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671959.2508757731,5702596.797499533,8650779828,31
22.0,N1898876122,51.4484105,5.4747226,"Athene,",restaurant,food_choices,POINT (671959.2508757731 5702596.797499533),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671959.2508757731,5702596.797499533,8650779828,31
23.0,N1898876135,51.4490038,5.4742082,"Al Manqal BBQ,",fast_food,food_choices,POINT (671921.2828487678 5702661.558267356),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671921.2828487678,5702661.558267356,8650779829,31
23.0,N1898876140,51.4499005,5.4736656,"Antep Kebap Salonu,",fast_food,food_choices,POINT (671880.2167890454 5702759.987940796),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671880.2167890454,5702759.987940796,42658336,18
23.0,N1898876284,51.4479258,5.4751023,"Hizmet,",fast_food,food_choices,POINT (671987.4529922624 5702543.79578071),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671987.4529922624,5702543.79578071,8650779825,31
22.0,N1898876329,51.448141,5.4749865,"Chaska,",cafe,food_choices,POINT (671978.5986821092 5702567.451739055),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671978.5986821092,5702567.451739055,8650779828,31
22.0,N1898876329,51.448141,5.4749865,"Chaska,",restaurant,food_choices,POINT (671978.5986821092 5702567.451739055),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671978.5986821092,5702567.451739055,8650779828,31
25.0,N1898876361,51.4482265,5.4749345,"De Valk,",pub,nightlife,POINT (671974.6645294987 5702576.836297348),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671974.6645294987,5702576.836297348,8650779828,31
23.0,N1898876372,51.4483722,5.4751989,"Bethlehem,",fast_food,food_choices,POINT (671992.4865649279 5702593.657537233),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671992.4865649279,5702593.657537233,42653257,31
23.0,N1909884845,51.4512081,5.4634703,"Avrasya,",fast_food,food_choices,POINT (671167.0119864924 5702881.497945158),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671167.0119864924,5702881.497945158,5229192323,10
22.0,N1911442344,51.4493824,5.4742579,"Cappuccino,",cafe,food_choices,POINT (671923.3132208296 5702703.77120926),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671923.3132208296,5702703.77120926,8657035181,31
22.0,N1911442344,51.4493824,5.4742579,"Cappuccino,",restaurant,food_choices,POINT (671923.3132208296 5702703.77120926),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671923.3132208296,5702703.77120926,8657035181,31
23.0,N1919738399,51.4627741,5.4632892,"Cafetaria Mario,",fast_food,food_choices,POINT (671111.159856929 5704167.093481165),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671111.159856929,5704167.093481165,2844060770,3
23.0,N1919738401,51.4626234,5.463486,"New York Pizza,",fast_food,food_choices,POINT (671125.3924786004 5704150.797163513),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671125.3924786004,5704150.797163513,2844060765,3
23.0,N1931472121,51.4366176,5.4802647,"Amon,",fast_food,food_choices,POINT (672388.7120160605 5701298.585024412),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672388.7120160605,5701298.585024412,42622476,1
23.0,N1931472196,51.4367483,5.4805526,"Restaria De Hoek,",fast_food,food_choices,POINT (672408.227219906 5701313.7951042205),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672408.227219906,5701313.7951042205,42622476,1
25.0,N1931472219,51.4370853,5.4802797,"Spijker,",pub,nightlife,POINT (672387.9930964265 5701350.623409053),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672387.9930964265,5701350.623409053,42622476,1
84.0,N1949670078,51.4225381,5.4608967,"Polo-Smak,",supermarket,food_choices,POINT (671095.3429533149 5699687.687275526),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671095.3429533149,5699687.687275526,42586941,25
64.0,N1969214041,51.4437054,5.4786805,"Centraal Station,",platform,mobility,POINT (672251.9424555933 5702082.943122736),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672251.9424555933,5702082.943122736,7574820753,1
64.0,N1969225488,51.4419223,5.4755262,"Piazza,",platform,mobility,POINT (672039.4725567844 5701877.2672214545),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672039.4725567844,5701877.2672214545,1886063299,1
64.0,N1969225525,51.4412349,5.4748861,"Piazza,",platform,mobility,POINT (671997.5775020723 5701799.332313056),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671997.5775020723,5701799.332313056,268775141,1
64.0,N1969225550,51.4434616,5.4429713,"Evoluon,",platform,mobility,POINT (669771.6302657418 5701972.448600432),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669771.6302657418,5701972.448600432,5228628180,8
64.0,N1969225552,51.4471927,5.4581713,"Strijp S,",platform,mobility,POINT (670813.8664234382 5702422.65414113),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",670813.8664234382,5702422.65414113,1969225552,10
64.0,N1969225592,51.4436397,5.4432804,"Evoluon,",platform,mobility,POINT (669792.44717016 5701992.968097302),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669792.44717016,5701992.968097302,10717855400,8
64.0,N1969225604,51.4470462,5.457895,"Strijp S,",platform,mobility,POINT (670795.216268827 5702405.720421269),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",670795.216268827,5702405.720421269,1969225604,10
70.0,N2019851347,51.4415636,5.4549393,"Bakkerij Bekkers,",bakery,food_choices,POINT (670610.2956302811 5701789.22313073),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",670610.2956302811,5701789.22313073,42633759,19
22.0,N2329809551,51.4429459,5.4632802,"'t Koffiehuisje,",cafe,food_choices,POINT (671184.7113385714 5701962.384207567),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671184.7113385714,5701962.384207567,4598649848,1
22.0,N2329809551,51.4429459,5.4632802,"'t Koffiehuisje,",restaurant,food_choices,POINT (671184.7113385714 5701962.384207567),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671184.7113385714,5701962.384207567,4598649848,1
22.0,N2373740814,51.449193,5.5123472,"Wasvenboerderij,",cafe,food_choices,POINT (674570.2881024763 5702772.827204613),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",674570.2881024763,5702772.827204613,235118402,49
22.0,N2373740814,51.449193,5.5123472,"Wasvenboerderij,",restaurant,food_choices,POINT (674570.2881024763 5702772.827204613),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",674570.2881024763,5702772.827204613,235118402,49
64.0,N2427948122,51.4389841,5.5167494,"Molijnstraat,",platform,mobility,POINT (674915.1469122213 5701648.220037809),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",674915.1469122213,5701648.220037809,12599493071,17
22.0,N2458397305,51.4585878,5.4581219,"Kantoorzicht,",cafe,food_choices,POINT (670767.8948436637 5703689.555826724),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",670767.8948436637,5703689.555826724,42682528,3
22.0,N2458397305,51.4585878,5.4581219,"Kantoorzicht,",restaurant,food_choices,POINT (670767.8948436637 5703689.555826724),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",670767.8948436637,5703689.555826724,42682528,3
35.0,N2580834529,51.4344322,5.4766388,"MADspace,",arts_centre,nightlife,POINT (672144.9496908342 5701047.064349772),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672144.9496908342,5701047.064349772,8926875525,1
22.0,N2610172137,51.4367701,5.4785327,"De Burger,",cafe,food_choices,POINT (672267.7736155977 5701311.466079928),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672267.7736155977,5701311.466079928,42622249,1
22.0,N2610172137,51.4367701,5.4785327,"De Burger,",restaurant,food_choices,POINT (672267.7736155977 5701311.466079928),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672267.7736155977,5701311.466079928,42622249,1
22.0,N2610172138,51.4391351,5.4734382,"Bibliotheekcafé,",cafe,food_choices,POINT (671904.8527573957 5701562.457875797),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671904.8527573957,5701562.457875797,42627534,1
22.0,N2610172138,51.4391351,5.4734382,"Bibliotheekcafé,",restaurant,food_choices,POINT (671904.8527573957 5701562.457875797),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671904.8527573957,5701562.457875797,42627534,1
47.0,N2610172144,51.4404019,5.4796428,"ING,",bank,community_space,POINT (672331.2452085469 5701717.8939503785),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672331.2452085469,5701717.8939503785,6124781812,1
22.0,N2610172148,51.4367992,5.4785851,"El Pastor,",cafe,food_choices,POINT (672271.3056022555 5701314.824930988),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672271.3056022555,5701314.824930988,42622249,1
22.0,N2610172148,51.4367992,5.4785851,"El Pastor,",restaurant,food_choices,POINT (672271.3056022555 5701314.824930988),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672271.3056022555,5701314.824930988,42622249,1
22.0,N2621685660,51.4418507,5.4660528,"Eetcafé De Verlenging,",cafe,food_choices,POINT (671381.4667568415 5701847.094267417),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671381.4667568415,5701847.094267417,9500785671,1
22.0,N2621685660,51.4418507,5.4660528,"Eetcafé De Verlenging,",restaurant,food_choices,POINT (671381.4667568415 5701847.094267417),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671381.4667568415,5701847.094267417,9500785671,1
10.0,N2623457689,51.4473553,5.5141737,"Service Apotheek Tongelre,",pharmacy,health_wellbeing,POINT (674704.2006721852 5702572.852021304),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",674704.2006721852,5702572.852021304,42649640,49
22.0,N2092447938,51.4421317,5.4766202,"La Place,",cafe,food_choices,POINT (672114.7032947731 5701903.120757658),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672114.7032947731,5701903.120757658,1886063299,1
22.0,N2092447938,51.4421317,5.4766202,"La Place,",restaurant,food_choices,POINT (672114.7032947731 5701903.120757658),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672114.7032947731,5701903.120757658,1886063299,1
23.0,N2138849672,51.4693643,5.4755595,"Bufkes,",fast_food,food_choices,POINT (671938.6107224966 5704928.603422796),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671938.6107224966,5704928.603422796,309682719,13
84.0,N2143283632,51.4774387,5.4932972,"Lidl,",supermarket,food_choices,POINT (673139.8163887525 5705868.199481253),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",673139.8163887525,5705868.199481253,1250611318,4
84.0,N2215806492,51.4405871,5.4531836,"Albert Heijn,",supermarket,food_choices,POINT (670491.934253564 5701676.557931481),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",670491.934253564,5701676.557931481,2486701904,19
10.0,N2269144078,51.4247533,5.5016103,"Apotheek SGE Stratum,",pharmacy,health_wellbeing,POINT (673917.1723236168 5700029.870222373),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",673917.1723236168,5700029.870222373,3885862563,9
84.0,N2308207053,51.4422253,5.4084553,"Jumbo,",supermarket,food_choices,POINT (667377.8164635003 5701755.534602632),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",667377.8164635003,5701755.534602632,9764542817,21
84.0,N2308207054,51.4429946,5.4093935,"Albert Heijn,",supermarket,food_choices,POINT (667440.1944737185 5701843.2179701645),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",667440.1944737185,5701843.2179701645,6712429506,21
70.0,N2308207055,51.4422155,5.4085738,"Bakkerij van Heeswijk,",bakery,food_choices,POINT (667386.0864916958 5701754.715768846),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",667386.0864916958,5701754.715768846,8686712777,21
84.0,N2675025194,51.4278756,5.5096469,"Albert Heijn,",supermarket,food_choices,POINT (674463.9183216597 5700396.144823964),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",674463.9183216597,5700396.144823964,42601603,9
84.0,N2677011002,51.4263467,5.4889096,"Albert Heijn,",supermarket,food_choices,POINT (673028.296130574 5700176.96021627),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",673028.296130574,5700176.96021627,3579528823,20
25.0,N2677869886,51.4419028,5.4997387,"Knabbel,",pub,nightlife,POINT (673721.9849701683 5701932.256175833),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",673721.9849701683,5701932.256175833,42635489,0
64.0,N2683688921,51.4608594,5.4700342,"Joris Minnestraat,",platform,mobility,POINT (671586.8165931958 5703969.984454624),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671586.8165931958,5703969.984454624,42688142,3
23.0,N2687487697,51.4422422,5.5086572,"De gulden,",fast_food,food_choices,POINT (674340.4046647354 5701991.187294608),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",674340.4046647354,5701991.187294608,42635797,17
49.0,N2687487699,51.4428325,5.5100844,"Mandir Triloki Dhaam,",place_of_worship,community_space,POINT (674437.3245730699 5702060.220431509),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",674437.3245730699,5702060.220431509,7102118383,17
49.0,N2688919513,51.4378056,5.4368101,"Hare Krishna ISKCON,",place_of_worship,community_space,POINT (669364.4496606771 5701329.294049407),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669364.4496606771,5701329.294049407,42626038,8
64.0,N2701071010,51.444155,5.4791744,"Centraal Station,",platform,mobility,POINT (672284.5678922907 5702134.095562579),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672284.5678922907,5702134.095562579,42641873,1
64.0,N2701085912,51.4437193,5.478766,"Centraal Station,",platform,mobility,POINT (672257.830996432 5702084.689760099),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672257.830996432,5702084.689760099,7574839346,1
64.0,N2701085915,51.4436949,5.4786051,"Centraal Station,",platform,mobility,POINT (672246.742900331 5702081.598290764),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672246.742900331,5702081.598290764,7574820758,1
64.0,N2701085917,51.4436825,5.4785257,"Centraal Station,",platform,mobility,POINT (672241.2725583873 5702080.032797006),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672241.2725583873,5702080.032797006,7574820763,1
64.0,N2701085918,51.4436699,5.4784493,"Centraal Station,",platform,mobility,POINT (672236.0114174986 5702078.45212705),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672236.0114174986,5702078.45212705,7574820768,1
64.0,N2701085920,51.4436515,5.4780465,"Centraal Station,",platform,mobility,POINT (672208.0925765004 5702075.458982645),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672208.0925765004,5702075.458982645,7574820738,1
64.0,N2701085923,51.4436336,5.4781285,"Centraal Station,",platform,mobility,POINT (672213.857609893 5702073.661524523),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672213.857609893,5702073.661524523,7574820743,1
64.0,N2701085926,51.4436593,5.4783659,"Centraal Station,",platform,mobility,POINT (672230.256359998 5702077.077378105),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672230.256359998,5702077.077378105,7574839309,1
64.0,N2701085929,51.4436474,5.478286,"Centraal Station,",platform,mobility,POINT (672224.7493854404 5702075.566320967),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672224.7493854404,5702075.566320967,7574839316,1
64.0,N2701085932,51.4436429,5.4782093,"Centraal Station,",platform,mobility,POINT (672219.4369088304 5702074.885594578),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",672219.4369088304,5702074.885594578,7574820748,1
7.0,N2713851274,51.4361865,5.4514696,"Strijp Mondzorg,",dentist,health_wellbeing,POINT (670389.2106127491 5701183.268596473),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",670389.2106127491,5701183.268596473,42620479,19
22.0,N2712402671,51.4188262,5.4392882,"Toko Senang,",cafe,food_choices,POINT (669606.945626488 5699224.715731699),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669606.945626488,5699224.715731699,10949026743,16
22.0,N2712402671,51.4188262,5.4392882,"Toko Senang,",restaurant,food_choices,POINT (669606.945626488 5699224.715731699),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669606.945626488,5699224.715731699,10949026743,16
84.0,N2712402704,51.4188413,5.4406607,"Namaste India,",supermarket,food_choices,POINT (669702.3086333143 5699229.573138841),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669702.3086333143,5699229.573138841,10949026751,16
23.0,N2712402707,51.4188952,5.4410082,"Brussels eethuis,",fast_food,food_choices,POINT (669726.2678001554 5699236.3712753095),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669726.2678001554,5699236.3712753095,10949026751,16
84.0,N2712402708,51.4190133,5.4409524,"Jumbo,",supermarket,food_choices,POINT (669721.9508875544 5699249.3734697765),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669721.9508875544,5699249.3734697765,10949026751,16
22.0,N2712402710,51.4193681,5.440952,"Golden Garden,",cafe,food_choices,POINT (669720.6084481475 5699288.8225485515),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669720.6084481475,5699288.8225485515,497945052,16
22.0,N2712402710,51.4193681,5.440952,"Golden Garden,",restaurant,food_choices,POINT (669720.6084481475 5699288.8225485515),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669720.6084481475,5699288.8225485515,497945052,16
8.0,N2712408473,51.4193525,5.4427234,"Huisartspraktijk Kastelenplein,",doctors,health_wellbeing,POINT (669843.8160728877 5699291.193334482),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669843.8160728877,5699291.193334482,1696156710,16
7.0,N2712408475,51.4195734,5.4426259,"Tandartsen Kastelenplein,",dentist,health_wellbeing,POINT (669836.2186989489 5699315.529030592),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669836.2186989489,5699315.529030592,1696156711,16
10.0,N2712408476,51.4195388,5.4423923,"Apotheek de Gender,",pharmacy,health_wellbeing,POINT (669820.1069097568 5699311.140345415),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669820.1069097568,5699311.140345415,497944913,16
1.0,N2713919920,51.4378346,5.4394109,"Korein Kinderplein,",childcare,education,POINT (669545.0801300146 5701338.53599435),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669545.0801300146,5701338.53599435,42625622,8
23.0,N2713920060,51.4385047,5.4427631,"Cafetaria Pejoco,",fast_food,food_choices,POINT (669775.5495211779 5701420.809622773),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669775.5495211779,5701420.809622773,1618329165,8
23.0,N2713920134,51.4385661,5.4424315,"Istanbul,",fast_food,food_choices,POINT (669752.2782458875 5701426.868041861),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669752.2782458875,5701426.868041861,1618329165,8
11.0,N2713920233,51.439105,5.4397871,"Theresia,",nursing_home,health_wellbeing,POINT (669566.517238692 5701480.662382445),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669566.517238692,5701480.662382445,2336174778,8
23.0,N2713937651,51.4399547,5.4353847,"Panda,",fast_food,food_choices,POINT (669257.4470137164 5701564.956901932),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669257.4470137164,5701564.956901932,42630813,8
6.0,N2714512462,51.4421157,5.4404506,"PoliDirect Eindhoven,",clinic,health_wellbeing,POINT (669601.4681133118 5701816.957781243),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669601.4681133118,5701816.957781243,5631096061,8
50.0,N2717041201,51.4238418,5.4505825,"Bounce Valley Eindhoven,",amusement_arcade,nightlife,POINT (670373.4892345035 5699808.60531075),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",670373.4892345035,5699808.60531075,11790801344,25
1.0,N2717570401,51.4180146,5.4406045,"Korein Keverberg,",childcare,education,POINT (669701.4641780304 5699137.522668105),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",669701.4641780304,5699137.522668105,11378511146,16
22.0,N2721156214,51.4238071,5.4623115,"Nieuwe Chinese Muur,",cafe,food_choices,POINT (671188.9509170717 5699832.091601954),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671188.9509170717,5699832.091601954,11817226093,25
22.0,N2721156214,51.4238071,5.4623115,"Nieuwe Chinese Muur,",restaurant,food_choices,POINT (671188.9509170717 5699832.091601954),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671188.9509170717,5699832.091601954,11817226093,25
70.0,N2721156217,51.4238167,5.4621421,"De Echte Bakker,",bakery,food_choices,POINT (671177.139333107 5699832.763154351),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671177.139333107,5699832.763154351,11817226088,25
49.0,N2721336562,51.4237298,5.4583288,"Zen Centrum Eindhoven,",place_of_worship,community_space,POINT (670912.3851840313 5699814.196906359),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",670912.3851840313,5699814.196906359,42590595,25
16.0,N2725928846,51.4200002,5.460214,"Wijkcentrum De Dommel,",community_centre,community_space,POINT (671057.3624485949 5699403.9061693195),2564,2627,Netherlands,Eindhoven,293437.7853,98,"Eindhoven, Netherlands",671057.3624485949,5699403.9061693195,42581453,25
