category|osm_id|lat|lon|name
64|N42452978|51.3561534|5.3059486|Kortkruisdijk
63|N42459812|51.3595437|5.3040013|Eersel, Postelseweg
63|N42461335|51.3599435|5.3228964|Eersel, Monsigneur de Haasstraat
63|N42464939|51.3613487|5.4666397|Valkenswaard, Merendreef
63|N42465596|51.3614689|5.4631056|Valkenswaard, Eindhovenseweg
63|N42471196|51.3638978|5.3116389|Eersel, Bospoort
63|N42474117|51.3651883|5.2959553|Duizel, Wolverstraat
63|N42474285|51.3653709|5.3216398|Eersel, Busstation Eersel
63|N42475436|51.3656773|5.4306200|Dommelen, Damianusdreef
63|N42486116|51.3702440|5.3340238|Steensel, De Hees
63|N42498029|51.3757189|5.6026261|Heeze, Crematorium
63|N42515590|51.3852329|5.5694542|Heeze
63|N42515761|51.3852124|5.5699229|Heeze, Station
63|N42518117|51.3869001|5.7134164|Someren, De Meer
63|N42520226|51.3880835|5.4091778|Veldhoven, Volmolenweg
64|N42520297|51.3881582|5.7059275|Speelheuvelplein
64|N42526631|51.3918358|5.4600659|Ansbalduslaan
64|N42534953|51.3966997|5.4727683|Kerkhoflaan
63|N42537242|51.3980435|5.2667785|Hoogeloon, Hoofdstraat
63|N42538680|51.3991035|5.6893858|Someren, Heesterdijk
64|N42541883|51.4008150|5.2653860|Vessemseweg
64|N42542303|51.4009383|5.7411702|Missiehuis
64|N42544672|51.4022537|5.7454979|Kerkstraat
63|N42546898|51.4035979|5.3966254|Veldhoven, Dorpsstraat
64|N42547133|51.4037629|5.7483714|Tuinstraat
63|N42550136|51.4059879|5.4147334|Veldhoven, ASML-Gebouw 4
63|N42552972|51.4078100|5.5605785|Geldrop, Bogardeind
20|N36723712|51.4478102|5.4875047|Bibliotheek TU/e
33|N38426640|51.4744097|5.5481784|Het Klooster
23|N39557960|51.4727658|5.5671237|Snackbar City
22|N39557973|51.4742557|5.5527185|New Oriental
22|N39557975|51.4739978|5.5525361|Pizzeria Messina
84|N39570893|51.4749676|5.5511787|Albert Heijn Jan Linders
63|N42416266|51.3396896|5.5466634|Leenderstrijp, Jansborg
64|N42427186|51.3450276|5.4273858|Westerhovenseweg
63|N42428180|51.3455765|5.5534888|Leende, Julianastraat
64|N42433016|51.3481584|5.4291038|Brouwerijplein
63|N42433780|51.3482566|5.6957719|Someren-Heide, Kerk
63|N42437267|51.3498972|5.4583485|Valkenswaard, Markt
63|N42437897|51.3502474|5.4587879|Valkenswaard, Markt
64|N42439458|51.3507568|5.4447991|Minister Aalbersestraat
63|N42442425|51.3522422|5.4671862|Valkenswaard, Leenderweg
63|N42442535|51.3522868|5.5578240|Leende, Oostrikkerstraat
64|N42442852|51.3523481|5.3860802|Kerk
64|N42445089|51.3536742|5.3100390|Voortseweg
64|N42449794|51.3553615|5.4357643|Ambrosiusdal
63|N42452175|51.3561595|5.3060042|Eersel, Kortkruisdijk
63|N42452683|51.3563678|5.4484525|Valkenswaard, Tienendreef
64|N25294742|51.4458744|5.4922979|TU/e ingang De Wielen
63|N25425653|51.4691005|5.5402346|Nuenen, Geldropsedijk
63|N25499385|51.4754335|5.5709570|Nuenen, Laan ter Catten
63|N25499387|51.4753444|5.5708662|Nuenen, Laan ter Catten
64|N25572982|51.4654434|5.5525664|Refeling
63|N25573002|51.4750527|5.5494386|Nuenen, Park
64|N25573004|51.4753772|5.5498220|Nuenen, Park
64|N25587259|51.4741167|5.5525934|Vincent van Goghplein
63|N25597400|51.4647728|5.5417629|Nuenen, Meierijlaan
63|N26306575|51.4667097|5.5586270|Nuenen, Opetersepad
59|N26306647|51.4711688|5.5510394|De Drietip
64|N27508619|51.5744881|5.4755226|Alfred Nobelstraat
64|N27508621|51.5703449|5.4638707|Ollandseweg
21|N30217240|51.4793175|5.5530658|Gemeentehuis Nuenen
64|N31493215|51.4828462|5.4508617|Artoislaan
64|N32575094|51.4905761|5.4516006|Castiliëlaan
23|N34032511|51.5000173|5.4727468|Burger King
23|N34043800|51.4394403|5.4779225|KFC
84|N34044459|51.4233540|5.4628062|Albert Heijn
84|N34044465|51.4516014|5.4722794|Albert Heijn
84|N34044470|51.4350011|5.4516307|Albert Heijn XL
84|N34044471|51.3869422|5.4457600|Albert Heijn
84|N34044472|51.4215829|5.4057537|Albert Heijn
84|N34044495|51.4769954|5.4929612|Albert Heijn
84|N34044498|51.4891362|5.4739314|Albert Heijn
84|N34044500|51.5113096|5.4909451|Albert Heijn
84|N34044508|51.4722828|5.5457385|Albert Heijn
84|N34044525|51.4700722|5.7020811|Albert Heijn
84|N34044530|51.4844391|5.6537358|Albert Heijn XL
84|N34044537|51.4646645|5.5495891|Lidl
84|N34045074|51.3481253|5.5504574|ALDI
84|N34045110|51.4947750|5.6676192|ALDI
84|N34045513|51.4202040|5.2896013|PLUS
84|N34045530|51.3615057|5.3166787|Jumbo Eersel
84|N34045532|51.4043388|5.3969770|Albert Heijn
84|N34045535|51.3998737|5.4696638|Jumbo Winters
84|N34045541|51.4793054|5.4632999|Jumbo
84|N34045544|51.4656502|5.6339720|Albert Heijn Jan Linders
84|N34045545|51.4740257|5.5469046|Jumbo
84|N34045967|51.4645752|5.5506216|Jumbo Nuenen
84|N34045968|51.4760261|5.6451103|Jumbo
84|N34045970|51.4954679|5.6675595|PLUS
84|N34046020|51.5618849|5.4606345|Jumbo
84|N34046154|51.5716731|5.4567269|Jumbo
84|N34046156|51.5063834|5.4930757|Jumbo Son en Breugel
84|N34046424|51.4453412|5.5217386|Lidl
84|N34046466|51.4692717|5.4745958|Lidl
59|N34050088|51.4819954|5.6561241|City Sporthal
59|N34050097|51.4305812|5.5572623|Sporthal De Kievit
63|N42568398|51.4153145|5.4979020|Eindhoven, Floraplein
63|N42569116|51.4154352|5.4980211|Eindhoven, Floraplein
63|N42570717|51.4163877|5.4248935|Veldhoven, Provincialeweg-Oost
63|N42571262|51.4164368|5.5744886|Geldrop, Winkelcentrum Coevering
63|N42573158|51.4171567|5.4732099|Eindhoven, Genneper Parken
63|N42574775|51.4176739|5.5568447|Geldrop, Sint Annaziekenhuis
63|N42574912|51.4177205|5.5623565|Geldrop, Akert
63|N42575788|51.4182056|5.2926602|Vessem, Groenewoud
63|N42575981|51.4181683|5.4964023|Eindhoven, Pioenroosstraat
64|N42576696|51.4184010|5.4122517|Hagendorenseweg
63|N42578394|51.4190794|5.3795806|Veldhoven, Platanenlaan
63|N42581436|51.4202698|5.4469944|Eindhoven, Gagelbosch
63|N42583774|51.4211445|5.4424720|Eindhoven, Akerendam
63|N42587091|51.4224258|5.3924022|Veldhoven, De Dom/Berg
63|N42589950|51.4234916|5.5777117|Geldrop, Piet Heinstraat
63|N42593323|51.4246661|5.5362835|Geldrop, Schaarland
63|N42598234|51.4267900|5.3919575|Veldhoven, De Dom/Bovenhei
63|N42598379|51.4269155|5.4581462|Eindhoven, Donizettilaan
63|N42599181|51.4271380|5.5303891|Geldrop, DAF 3
63|N42647521|51.4462831|5.6192369|Mierlo, Ellenaar
63|N42650973|51.4475264|5.6259023|Mierlo, Brugstraat
63|N42652021|51.4479268|5.5201488|Eindhoven, Hageheldlaan
63|N42668806|51.4538747|5.5207790|Eindhoven, Koudenhoven
63|N42677644|51.4569253|5.7009292|Helmond, Peeleik
64|N42677806|51.4568664|5.7009024|Peeleik
64|N42680873|51.4579693|5.4828079|Generaal Coenderslaan
0|N42683353|51.4589022|5.6099596|OBS Brandevoort de Plaetse
64|N42684862|51.4595902|5.4881594|Cassandraplein
64|N42686184|51.4601436|5.4827294|Drosserstraat
64|N42688751|51.4608927|5.6344960|Snoekstraat
63|N42694488|51.4630241|5.6975385|Helmond, Rivierensingel
64|N42697260|51.4639739|5.4824250|Generaal Hardenbergpad
63|N42698432|51.4644056|5.4706799|Eindhoven, Catharina Ziekenhuis Zuid
63|N42703014|51.4658837|5.6453123|Helmond, De Bergen
63|N42705389|51.4666775|5.4350943|Eindhoven, Philips Fruittuin
63|N42707645|51.4677711|5.6975396|Helmond, Hunzestraat
63|N42708577|51.4680329|5.6312611|Helmond 't Hout
63|N42708797|51.4681109|5.6304705|Helmond, Station 't Hout
63|N42709200|51.4682114|5.4726295|Eindhoven, WoensXL/Genovevalaan
63|N42713501|51.4698433|5.6463752|Helmond, Wethouder van Deutekomplein
63|N42602024|51.4282153|5.4460707|Eindhoven, Beemdstraat/Hurksestraat
63|N42602646|51.4285435|5.4340921|Eindhoven, Meerenakkerweg
63|N42604118|51.4290910|5.5597586|Geldrop, Wielewaal
64|N42604490|51.4292175|5.6819913|Steemertseweg
64|N42608589|51.4307860|5.5640146|Volderstraat
63|N42609951|51.4315081|5.5016109|Eindhoven, Otto Veniusweg
63|N42619571|51.4355219|5.4746949|Eindhoven, Grote Berg
63|N42622076|51.4367040|5.4839959|Eindhoven, Smalle Haven
64|N42625351|51.4383862|5.6195568|Hof van Bethanië
64|N42626361|51.4385598|5.5028678|Rembrandtplein
64|N42627542|51.4388947|5.3250515|Merenweg
64|N42628423|51.4392159|5.6263296|Hertshooi
63|N42628440|51.4393418|5.5185181|Eindhoven, Generaal Cronjestraat
63|N42714048|51.4701834|5.6332489|Helmond, De Hoefkens
63|N42714941|51.4705815|5.7016874|Helmond Brouwhuis
65|N42715031|51.4706226|5.7013700|Helmond Brouwhuis
64|N42716198|51.4712406|5.6991289|Deltaweg
64|N42717373|51.4720605|5.6786344|Lagedijk
63|N42718187|51.4719994|5.4444336|Eindhoven, Marathonloop
64|N42718573|51.4721520|5.6782758|Lagedijk
63|N42719765|51.4725600|5.7061300|Helmond, Weg door Rijpel
63|N42725253|51.4742407|5.4149708|Eindhoven, Mispelhoefstraat/Achtseweg Noord
63|N42726748|51.4748127|5.7096770|Helmond, Hollandhof
63|N42726970|51.4747715|5.6869395|Helmond, Van Speijklaan
64|N42727982|51.4752258|5.6977881|Veluwehof
63|N42728172|51.4752757|5.4457414|Eindhoven, Estafettelaan
63|N42728632|51.4754970|5.6616731|Helmond
63|N42730451|51.4758610|5.6622677|Helmond, Station
64|N42735077|51.4777795|5.7025431|Volderhof
63|N42737592|51.4785342|5.6575881|Helmond, Koninginnewal
63|N42737620|51.4784629|5.6485543|Helmond, Europaweg
63|N42740119|51.4792666|5.4291366|Eindhoven, Waalstraat
63|N42743232|51.4803083|5.6580477|Helmond, Ameideflat
63|N42745039|51.4807557|5.6583173|Helmond, Ameideflat
64|N42746210|51.4811224|5.6600906|Zuideinde
63|N42748627|51.4818976|5.6291311|Helmond, Hortsedijk
63|N42753896|51.4832164|5.6442865|Helmond, Ziekenhuis
63|N42765410|51.4873170|5.4492600|Eindhoven, Calaislaan
63|N42768203|51.4879499|5.6961425|Helmond, Coendersberglaan
63|N42777837|51.4907639|5.4256241|Best, Valk Hotel Eindhoven-Best
63|N42780027|51.4915525|5.5211041|Nederwetten, Hoekstraat/Kerk
64|N42783049|51.4923629|5.7156850|Ravensgat
64|N42787226|51.4939537|5.5689848|Bosweg
63|N42788654|51.4941390|5.6692849|Helmond, Nieuwveld
63|N42788964|51.4942485|5.6708316|Helmond, Nieuwveld
63|N42789047|51.4941920|5.3973573|Best, Kanaaldijk
63|N42791833|51.4974845|5.3157431|Oirschot, Kempenweg
64|N42800232|51.4969323|5.4050892|Bedrijfsweg
64|N42802155|51.4981084|5.4598577|Science Park Oost/5100
64|N42804945|51.4983618|5.4085280|Industrieweg
63|N42809309|51.4990615|5.5132197|Nederwetten, Hooidonk
63|N42812433|51.4997800|5.6681365|Helmond, Titaniastraat
63|N42836465|51.5058330|5.6436664|Aarle-Rixtel, De Dreef
63|N42839694|51.5066562|5.4920207|Son, Kanaalbrug
64|N42840822|51.5069709|5.6424859|Bosscheweg
63|N42847988|51.5088194|5.6315302|Aarle-Rixtel, Molenstraat
63|N42850541|51.5094912|5.6371362|Aarle-Rixtel, Kouwenberg
63|N42855605|51.5107189|5.6150151|Aarle-Rixtel, Lieshoutseweg
63|N42861932|51.5123205|5.3962591|Best, Raadhuisplein
64|N42863510|51.5128865|5.5851809|Deense Hoek
64|N42870049|51.5145157|5.5109147|Brouwerstraat
63|N42871588|51.5147956|5.4934238|Son, Eekhoornlaan
64|N42882721|51.5178361|5.5954417|Heuvel
63|N42886438|51.5186116|5.5173536|Breugel, Sterrenbeeldenlaan
63|N42886551|51.5187397|5.6073348|Lieshout, Bavaria
64|N42886936|51.5187019|5.5999587|Servaasplein
64|N42888172|51.5198558|5.6403114|De Hommel
63|N42890721|51.5198586|5.6402112|Beek en Donk, De Hommel
64|N42892147|51.5199083|5.5128129|Pallaspad
64|N42914576|51.5262320|5.6291950|Orchideestraat
63|N42916816|51.5265597|5.6344606|Beek en Donk, Lieshoutseweg
64|N42955370|51.5379071|5.7105572|Oude Molenweg 58
63|N42956172|51.5379926|5.7105895|De Mortel, Oude Molenweg 58
64|N42958046|51.5388423|5.6303284|Piet van Thielplein
64|N43009888|51.5541086|5.6919014|Sint Gerardusplein
63|N43018653|51.5569370|5.6928792|Gemert, Drossard de la Courtstraat
63|N43019248|51.5570008|5.6928462|Gemert, Drossard de la Courtstraat
63|N43023784|51.5585043|5.6865505|Gemert, Cortenbachstraat
63|N43023992|51.5585560|5.6863708|Gemert, Cortenbachstraat
63|N43023993|51.5585956|5.6957055|Gemert, Lodderdijk
63|N43024408|51.5587964|5.6955629|Gemert, Lodderdijk
63|N43028981|51.5604391|5.4627343|Sint-Oedenrode, Hertog Hendrikstraat
63|N43050164|51.5665232|5.4655306|Sint Oedenrode, Lindendijk
63|N43089614|51.5761195|5.4622740|Sint-Oedenrode, Dijksteegje
64|N45077083|51.4602587|5.5444622|Zuiderklamp
64|N45077086|51.4608079|5.5515268|Heikampen
63|N45077092|51.4620136|5.5535996|Nuenen, Tweevoren
22|N45077101|51.4737183|5.5477154|Café Ons Dorp
22|N45077103|51.4746573|5.5528143|Restaurant de Bengel Nuenen
22|N52037629|51.4733120|5.5490237|Café Goesting
22|N52037631|51.4742280|5.5496171|Schafrath
63|N52676961|51.4674269|5.5584083|Nuenen, Opetersepad
63|N53277363|51.4512882|5.5120593|Eindhoven, Van Oldenbarneveltlaan
63|N53277364|51.4515364|5.5134037|Eindhoven, Van Oldenbarneveltlaan
63|N53277365|51.4540223|5.5205986|Eindhoven, Koudenhoven
22|N54683344|51.4740302|5.5496308|Tong Ah
22|N60107191|51.4733689|5.5468505|Elpida
63|N60667996|51.4885373|5.5650067|Gerwen, Kruispunt
22|N61102659|51.4644784|5.5371987|Café-Zaal Berkenbosch
78|N61774324|51.4729204|5.5461725|Riny van Kessel
9|N70940028|51.4818128|5.6424049|Elkerliek Ziekenhuis
63|N80079411|51.4647829|5.5418539|Nuenen, Meierijlaan
22|N84201162|51.4364808|5.4775844|De Karseboom
29|N94597261|51.5100290|5.6392433|Dorpscafé Bij van Dijk
64|N110045526|51.5062335|5.4920533|Kanaalbrug
22|N111318478|51.4736375|5.5475999|Café René
32|N119209139|51.4408406|5.4807205|Pathé Eindhoven
63|N193891069|51.4624418|5.6086696|Helmond Brandevoort
64|N199076959|51.4707278|5.5610234|De Nieuwe Linde
22|N232979048|51.4746594|5.5496042|Comigo
22|N232979078|51.4740328|5.5523918|De Griek
22|N232980004|51.4734089|5.5488828|Ratatouille Nuenen
23|N235140026|51.4736733|5.5476864|Adana Kebabhuis
25|N235140031|51.4735191|5.5487510|Bar van Gogh
22|N235149545|51.4740146|5.5524665|De Specialist
64|N238240421|51.4264026|5.4935963|St. Servaasweg
63|N239964399|51.4388981|5.4660810|Eindhoven, Gagelstraat
63|N239964413|51.4384579|5.4718245|Eindhoven, Wilhelminaplein
63|N239964414|51.4384443|5.4719913|Eindhoven, Wilhelminaplein
63|N242546750|51.5122980|5.5071502|Breugel, Pieter Brueghelplein
64|N243997387|51.4444952|5.5212790|Broekakkerseweg
64|N243999428|51.4381596|5.5078979|Hercules Segherslaan
64|N245569575|51.5014901|5.5728052|Merellaan
64|N245569576|51.5071716|5.5765078|Roeklaan
64|N245573644|51.5154838|5.5927482|Molen
63|N247061949|51.5406650|5.5713999|Mariahout, Oranjeplein
22|N247748824|51.4860422|5.6404708|De Warande
64|N247749966|51.4941090|5.6447639|Verliefd Laantje
84|N253934966|51.4518659|5.5174124|Jumbo
63|N256424595|51.4330285|5.4899277|Eindhoven, Geldropseweg
16|N257561730|51.5063309|5.6446104|De Dreef
64|N257561733|51.5058434|5.6437041|De Dreef
63|N257565116|51.4866399|5.6176975|Stiphout, Kerk
63|N258076971|51.4542695|5.4895634|Eindhoven, MMC Eindhoven
63|N258076972|51.4564786|5.4897427|Eindhoven, Peppelrode
22|N259196523|51.4477974|5.6041681|De Cuijt
84|N260021384|51.4671024|5.6348800|Jumbo
63|N264711962|51.4237393|5.5363464|Geldrop, Schaarland
0|N266381964|51.5112489|5.6399093|De Driehoek
63|N268774302|51.4386012|5.4650556|Eindhoven, Gagelstraat
64|N269180596|51.5116096|5.6486025|Brug
0|N272741770|51.4855057|5.6465804|Wilhelminaschool
22|N275433393|51.5396663|5.5037113|De Vresselse Hut
64|N275579676|51.5171621|5.5091100|Doormanlaan
64|N276298259|51.4623909|5.6850486|Achterdijk
11|N280527162|51.5091631|5.4898618|Zonhove
0|N280527188|51.5071668|5.4909185|Emiliusschool
33|N280528432|51.5098126|5.4938373|Vestzaktheater
49|N281209438|51.5712813|5.3846098|Kapel
63|N282084906|51.4253740|5.5414843|Geldrop, Papenvoort
63|N282745837|51.4666597|5.6449386|Helmond, De Bergen
64|N283705275|51.5233876|5.6245683|N615 Muzenlaan
64|N287058380|51.3867114|5.6764616|Provincialeweg
64|N287063223|51.3504717|5.6123968|Kerk
64|N288297885|51.4245709|5.5471769|Eindhovenseweg
64|N291806226|51.4638099|5.4886170|Coriolanuspad
63|N300369962|51.4201519|5.5802299|Geldrop, Pieter Nuytsstraat
64|N300650664|51.5411008|5.7081757|Kerk
63|N302088531|51.4224732|5.5729757|Geldrop, Witte de Withstraat
22|N303274482|51.4103226|5.4562079|The Mart
22|N303274485|51.4107646|5.4589372|Alfresco
73|N303274486|51.4105404|5.4580815|Albert Heijn to go
22|N303274488|51.4103847|5.4566146|The Lounge
22|N303274489|51.4105789|5.4573413|LOKL coffee and more
63|N303582570|51.4171398|5.5810603|Geldrop, Admiraal Byrdstraat
3|N305501081|51.4116255|5.5468646|De Hobbit
5|N309684739|51.4667389|5.4947439|ROC
63|N313733601|51.4193874|5.5727174|Geldrop, Columbusstraat
63|N313733604|51.4175333|5.5680233|Geldrop, Laan der Vier Heemskinderen
63|N313733606|51.4173531|5.5695788|Geldrop, Laan der Vier Heemskinderen
63|N313733621|51.4142796|5.5464450|Geldrop, Aragorn
63|N313733624|51.4143565|5.5473904|Geldrop, Aragorn
47|N317782566|51.4780337|5.6556820|Rabobank
63|N318155748|51.4727495|5.4793763|Eindhoven, Rooseveltlaan
63|N318167163|51.4751784|5.4796125|Eindhoven, Bisschop Bekkerslaan
22|N319587976|51.4193331|5.2889776|Mout en Hout
25|N319588051|51.4195016|5.2877624|Cafe van de Ven, 'De Kuiper'
12|N319606108|51.4179601|5.2929036|Groenendaal
64|N320088979|51.4792081|5.6716262|Burgemeester van Houtlaan
63|N320660789|51.4660656|5.6798387|Helmond, Vossenbeemd
63|N320660792|51.4666574|5.6902685|Helmond, Noorddijk
64|N334624176|51.4942222|5.3973193|Kanaaldijk
64|N334624178|51.4913631|5.3866768|Brem
64|N334624179|51.4912362|5.3864729|Brem
64|N334708457|51.4767534|5.6748523|Bernadettekerk
22|N338439574|51.4424895|5.4348920|Gemeenschapshuis de Lievendaal
22|N348366155|51.5393308|5.2828761|Pannekoekenhuis De Rode Haktol
63|N353071238|51.4349581|5.4166529|Eindhoven, Landforum
63|N353193772|51.4358042|5.4228238|Eindhoven, P+R Meerhoven
63|N353193777|51.4371213|5.4275700|Eindhoven, Hurksestraat
26|N353867658|51.4151078|5.5567525|IJssalon Kees
63|N386149362|51.3696911|5.2676809|Hapert, De Hoeven
10|N398940628|51.4761416|5.5507012|Apotheek aan de Berg
84|N403798126|51.4271355|5.3925101|PLUS / André en Joyce van Reijen
3|N405274315|51.4642735|5.5455041|Erica's
22|N426941544|51.4416825|5.3394714|Tea at Hamtingh
22|N428570538|51.4463815|5.4842430|De Zwarte Doos
73|N429798201|51.4433650|5.4786069|Albert Heijn to go
64|N431169871|51.4268177|5.3920308|De Dom/Bovenhei
64|N431169872|51.4267129|5.3918377|De Dom/Bovenhei
23|N431169874|51.4273107|5.3921851|Plaza De Heikant
10|N431169876|51.4272987|5.3918623|Alphega Apotheek Heikant
8|N431169877|51.4275106|5.3931938|Huisartsenpraktijk Heikant
64|N431408160|51.4966901|5.3844565|Mecklenburgweg
64|N431408163|51.4969278|5.3762767|Gruisheuvel
64|N431408165|51.5009587|5.3722045|Rendierhei
64|N431408166|51.5042407|5.3713598|Dopvelpenpad
64|N431408168|51.5092525|5.3812245|Kapelweg
64|N431408170|51.5100848|5.3884043|Station
23|N440931077|51.4430430|5.4353329|Cafetaria De Lievendaal
84|N440931081|51.4363691|5.4301758|Nettorama
25|N446907490|51.4494391|5.4575443|PopEi
59|N446907518|51.4488989|5.4575198|Health City
57|N446907522|51.4480328|5.4565650|Area 51
47|N448472280|51.4770730|5.6605349|ING
10|N448521294|51.4878299|5.6689731|Apotheek Leonardus
64|N448529842|51.4834864|5.6586908|Binderseind
64|N448530972|51.4827588|5.6583513|Binderseind
32|N448536130|51.4781128|5.6510663|Pathé Helmond
32|N448536664|51.4781181|5.6507316|Filmhuis
22|N448541728|51.4787102|5.6560004|St. Lambert
64|N448603881|51.4910768|5.6749933|De Pannehoeve
84|N448617674|51.4764685|5.6746710|Jumbo
64|N448627027|51.4852363|5.6571997|Noordende
22|N448648857|51.4791313|5.6520284|De Bank
22|N448648862|51.4790567|5.6506613|Sicilia
16|N448649506|51.4789121|5.6497440|Zaal Traverse
59|N448759303|51.4856529|5.6750342|De Braak
23|N448759306|51.4880192|5.6764573|De Braak
23|N471020075|51.5717748|5.4572042|'t Huukske
22|N471035841|51.5642203|5.4610787|Grand Café Oud Rooij
22|N471035846|51.5623286|5.4591808|De Beurs
22|N471036951|51.5624118|5.4597708|'t Zusje
22|N471038330|51.5614549|5.4571127|Cafe 't Kofferen
22|N471578050|51.5772135|5.4461667|De Kienehoef
23|N471578059|51.5672799|5.4727633|Die Twee
23|N471581478|51.5696762|5.4592697|De Klomp
22|N471581483|51.5699307|5.4686202|Happy Garden
23|N471581486|51.5597052|5.4598387|De Ketel
22|N471583290|51.5513027|5.4831494|Oud Nijnsel
23|N471583291|51.5518063|5.4830542|Cafetaria D’n Inloop
64|N476462417|51.4847755|5.4376158|Spaaihoefweg
64|N476462419|51.4838372|5.4379809|Spaaihoefweg
84|N476507837|51.4886414|5.4402038|Albert Heijn Jan Linders
22|N477528456|51.5125648|5.4345420|Joe Mann
63|N479094993|51.5150806|5.4395455|Best, Museum Bevrijdende Vleugels
16|N483553532|51.4598815|5.6108362|Op Je Plaets
23|N491047871|51.4363346|5.4284340|Snack Corner
84|N497947321|51.4186694|5.4392383|ALDI
10|N501975668|51.4710142|5.4737450|Apotheek SGE Woensel
64|N506800760|51.4960451|5.3954206|Wilhelminaplein
22|N516797256|51.4371085|5.4761810|Mood
30|N516807954|51.4405502|5.4793471|Fair Play Casino
22|N525695763|51.4415602|5.5047149|Time for Dinner Eindhoven
22|N525727190|51.5049375|5.4926328|Novité
23|N528939774|51.4405384|5.4966897|Cafetaria de Tongelhoek
22|N530637257|51.4346418|5.4828334|Karel1 Museumcafé
22|N531672704|51.4363761|5.4296756|Cyrano
29|N531679112|51.4376579|5.4805748|Dynamo
10|N536671390|51.4431711|5.4411653|Apotheek SGE Strijp
8|N536671392|51.4432346|5.4413316|Gezondheidscentrum Strijp
22|N538236019|51.4365536|5.4777335|K-Town
64|N557202274|51.4889988|5.4404477|De Hoeve
64|N557202278|51.4893951|5.4406072|De Hoeve
64|N559967935|51.3652255|5.2960621|Wolverstraat
64|N559967987|51.3654151|5.2947058|Wolverstraat
25|N559971465|51.3680540|5.2915874|Feestzaal de Donk
63|N565567504|51.4121735|5.4633119|Eindhoven, HTC/The Strip
22|N565735594|51.4430925|5.4550855|Djawa
23|N567494336|51.4478804|5.5177332|Cafetaria 't Hofke
22|N567669422|51.4407669|5.4752552|Café Restaurant Eindhoven
22|N568077329|51.4335715|5.4927560|Iris
76|N571352433|51.4637272|5.4271228|Landwinkel Philips Fruittuin
20|N586454620|51.4390148|5.4744454|de Bibliotheek Eindhoven
63|N586885374|51.4474509|5.5202658|Eindhoven, Hageheldlaan
16|N586912222|51.4188824|5.4418128|Wijkgebouw 't Slot
16|N586912231|51.4769852|5.4943509|BIEB Dommelbeemd
63|N587008520|51.4714752|5.5670066|Nuenen, Beekstraat
22|N591978705|51.4471939|5.4306053|Mevrouw van Lennep kiosk
20|N597262047|51.5099063|5.4938248|Bibliotheek Son en Breugel
7|N599013649|51.4730351|5.5671266|Tandartsenpraktijk Het Steenen Huys
64|N603286114|51.3696466|5.4661588|Valkenswaardseweg
22|N610812346|51.3861112|5.7129288|Ons Cafe
22|N610812347|51.3857830|5.7119783|Valentino
84|N610812370|51.3857295|5.7111734|Jumbo Someren
47|N610994075|51.4400441|5.4802603|ABN AMRO
64|N611114670|51.4374457|5.4912958|DAF Museum
64|N611114675|51.4373151|5.4907919|DAF Museum
23|N613802243|51.4763111|5.6438261|Maan Lee
22|N615172140|51.4986595|5.4714647|Ikea
22|N616364288|51.4221271|5.3682861|Oersgezellig
23|N616364291|51.4224463|5.3682009|De Kers
22|N616364295|51.4224361|5.3678367|De Kers
22|N616510426|51.4442889|5.4538310|Cafetaria Strijp
63|N617858558|51.4730983|5.2688765|Oostelbeers, Andreasstraat
64|N617858560|51.4977500|5.3160646|Kempenweg
64|N617858562|51.5057396|5.3179065|Van Tuldenstraat
64|N617858564|51.5044316|5.3198835|Raffendonkstraat
64|N617858566|51.5049590|5.3359055|Bestseweg
64|N617858569|51.5055909|5.3415961|Wevershoek
64|N617858571|51.5064928|5.3619360|Sint Annaweg
64|N617858574|51.5072602|5.3683060|Oirschotseweg
47|N617879851|51.4700423|5.7013708|Rabobank
64|N617883587|51.5196056|5.2688288|Bernadettestraat
64|N617883588|51.5185633|5.2716385|Spoordonkseweg
64|N617883590|51.5151051|5.2860926|Mousten
64|N617883591|51.5112043|5.2983419|Bellefleur
64|N617883592|51.5090262|5.3130768|Vendeliersstraat
64|N617883593|51.5109666|5.3074197|Kortenaarlaan
63|N619776505|51.4535333|5.4709795|Eindhoven, Sint Petruskerk
64|N619776508|51.4555132|5.4708642|Kloosterdreef
64|N619776519|51.4479665|5.4773337|Gildelaan
64|N619776524|51.4474099|5.4770688|Gildelaan
64|N619776550|51.4394245|5.4955049|Rubensstraat
64|N619776554|51.4390361|5.4973107|Rubensstraat
63|N619776563|51.4390110|5.5136232|Eindhoven, President Steynstraat
64|N619776581|51.4393005|5.5192403|Generaal Cronjestraat
64|N619776586|51.4411177|5.5224528|Heerbaan
63|N619776593|51.4514018|5.5173202|Eindhoven, Citroenvlinderlaan
63|N619776597|51.4518225|5.5211817|Eindhoven, Pagelaan
64|N619776602|51.4610217|5.4698443|Joris Minnestraat
64|N619776606|51.4643790|5.4711115|Catharina Ziekenhuis Zuid
64|N619776658|51.4821642|5.4545630|Autowijk
64|N619776696|51.4687824|5.4785456|WoensXL/Rooseveltlaan
64|N619776698|51.4699517|5.4790916|WoensXL/Rooseveltlaan
63|N619776699|51.4789804|5.4779505|Eindhoven, Belgiëplein
64|N619776702|51.4815526|5.4780063|Leuvenlaan
64|N619776704|51.4912361|5.4516245|Castiliëlaan
64|N619776705|51.4978363|5.4532269|Science Park West/5700
64|N619776709|51.4862401|5.4783808|Aardmannetje
64|N619776710|51.4865320|5.4788783|Aardmannetje
